No.,Comment,Label
1527,ch?p con,0
1528,ch?p con gáy,2
1529,chú bé ??n adc v?i l? ch?p con xem mà h?c,2
1530,Chú ri chx t?t mic à,0
1531,Chú ri t?t mic ?i,0
1532,chú rikaki ?g xem à HQ bu?n quá,0
1533,ch?a b?n mà BLV nói xuiiiiiii ko ak,0
1534,ch?a có thông tin @??c Tr?n,0
1535,ch?a dính phát nào,0
1536,Ch?a gì th?ng blv ?ã gáy,0
1537,ch?a j 2 ??i tuy?n Thái l?y 2 cái top 1 m?a r,1
1538,ch?a j ?ã 8 bùa,0
1539,chu?n b? anh em xem top 12 nàiiii ch?g ki?n kho?g kh?c huy hoàg nè ,0
1540,Chu?n b? ng??i ?ài nói ti?ng Vi?t vào xem :))),2
1541,Chu?n b? s?n sàng này,0
1542,chu?n luôn le,0
1543,Chúc Sgp s? vi?t ti?p câu chuy?n c? tích,0
1544,CHÚC SGP THUA S?M,0
1545,chug k?t này t? ch?c ? ?âu v?y m?i ng??i ?i?,0
1546,chung k?t,0
1547,Chung k?t à mn,0
1548,chung k?t ch?a,0
1549,chung ket goi ten sgp,0
1550,chung ket luon a,0
1551,Chúng mày ko b?n nh? ng ta c? ch?i,0
1552,Chút chú ri có bình lu?n hog chú,0
1553,ck p?i có vn m?i co wiev,0
1554,clm ch?a j ?ã ?á r,1
1555,Cmm lm t t?n chat vì m metachi,1
1556,c? 2 game n?a thôi,0
1557,có ai live trên Youtube ko,0
1558,có bác g?u as mobye,0
1559,có bom keo r,0
1560,Có bom keo th?ng long r,0
1561,có cái n?t,0
1562,có cái n?t 50k view,0
1563,Có code ch?a cho xin v?i,0
1564,có ?i?m r?i.thi?u 1 kill n?a là vô ??ch r?i,0
1565,có gái tây,0
1566,c? g?ng lên,0
1567,có gi?i qua mà b?n sao lai ch?i ng?oi ta,0
1568,Có Heavy ?âu,0
1569,Cô Lê anh h?i,0
1570,c? lên,0
1571,c? lên bé iuuu,0
1572,c? lên bình ?i,0
1573,c? lên dành booyah v? choVN,0
1574,c? lên HQ,0
1575,c? lên hq,0
1576,co len jiro,0
1577,C? lên Mega Gaming,0
1578,c? lên mqks,0
1579,c? lên nào MQKS,0
1580,c? lên nào SGP ?i,0
1581,c? lên nhe th?y oi,0
1582,c? lên n?a nào VN PE & FL ?i c? lên bùng cháy lên nào,0
1583,c? lên pe,0
1584,c? lên Sài Gòn fan tôm,0
1585,C? lên SGP,0
1586,C? lên sgp ?iiii,0
1587,c? lên th?y beo ?i,0
1588,c? lên VI?t Nam,0
1589,c? lên vn ?i,0
1590,C? lên! c? lên!,0
1591,c? lên!!!!,0
1592,có lênnnn,0
1593,có l?ch ?áu trg danh v?ng k mn,0
1594,có m?y con ch?p con v?n di d?i nh?,2
1595,"Có nero ???ng kim vô ??ch king solo mà,s? gì thai và in do:)))",0
1596,c? nh? tr?n FFAC ?i còn 6 ván n?a thôi,0
1597,Có nh? VGM thua vì th? l?c ko,0
1598,c? ôm xí n?a,0
1599,có remind kìa ae,0
1600,Co th?y cude dau,0
1601,"Có ti?n b? r?i, cu?i cùng c?ng ???c 1 kill chúc m?ng ??i di?n vn",0
1602,có tk nào tên long ko,0
1603,có vastomundo à,0
1604,có VGM ko ?,0
1605,Có vn thì c? v? vn,0
1606,c? v? làm gì bot quá mà,0
1607,có WAG ko ae,0
1608,coi b?n gi?i thì coi ?i m?y b?n ch?i nhau làm gì,0
1609,coi thì coi ch? ??ng có kêu VN gà,0
1610,Comment toxic d?,0
1611,còn 1 màn,0
1612,còn 1 tr?n nx ph?i ko mn???,0
1613,"Còn 5,5 à",0
1614,Con b? ph?i tu? lúc m?i nh?y ???c vào. Ko n?p m?ng ak.,0
1615,"con bot b?n còn có kill,cái này thua c? b?t??",0
1616,con ca ve,2
1617,còn ch?m tí n?a ng??i r?i h?t ??y,0
1618,con game vn mãi k ?i lên ?c là ?ây ch? ?âu,0
1619,Con Mây 2k5 ?ánh con Baldum k 1 tý tác d?ng :))))),2
1620,CÒN M?I BAC THÔI - VI?T NAM VÔ ?ICHH,0
1621,con nít heavy concac,1
1622,Con R?ng nó ?ánh vào SGP nhi?u quá,0
1623,con taara trâu vkl,1
1624,còn th?ng metachi là còn hài,0
1625,còn xui là ? nhà cào phím nh? m h?,0
1626,C?ng ??ng freefire Vietnam luôn tin HQ s? làm ???c,0
1627,C?ng ??ng ng??i ?ài nói ti?ng vi?t ?âu e,0
1628,Công nh?n Khoa nó ?ánh thane hay,0
1629,công ph??ng có vào sân k ae,0
1630,content,0
1631,covid r?i b?n,0
1632,Croatia vô xdichj,0
1633,c? 4 ng??i mà c?n t? t? thôi,0
1634,c? s? c? lo ta th?n m?i thua.?anh s?p m?t luôn nh? v?y ?ó,0
1635,C? tê,0
1636,C? vào gi?a b?n ?? mà b?n 1 ?n 2 thua,0
1637,C?ng ch? ??n thê mà thôi,0
1638,C?ng ?c m?y ch?c nghìn ?ô,0
1639,C?ng h?n team nào ?ó còn ko có c?a chs apl,0
1640,cuoi e ?i,0
1641,cu?i game nó khác ngay,0
1642,"c??i m?y ông chê tuy?n th? lên ??, ta nói nó ?úng ?ch ng?i ?áy gi?ng=))",0
1643,cuon xong thua 4 0 bac ??????????,0
1644,cút cút ra cho vn anh th? hi?n,0
1645,? ph?i gà mà kh ?n ?c ch? b?n nó toàn l?y k? n?ng ?è ng??i 1 vét 4 m? r?i nó ?iên lên có khi kh ??i nào ?n ?c ?y,2
1646,?ã b?n chung k?t ?âu mà ch?i ng??i ta,0
1647,"?ã b?o là sgp nên thay máu, ad v?i top nên thay l?c máu, n?u mà còn ?? ??i hình v?y bâng s? khóc nhè",0
1648,?ã gà còn ch?i kinh ??ch,0
1649,da h?i ?en,0
1650,?ã mình b?o r?i c? vi?c thay DNP thì s? khác ngay li?n k? n?ng quá kém,0
1651,?á nay ngon z ck,0
1652,?á th? tr?n bình,0
1653,??i di?n châu âu cug hay,0
1654,??n ?o th?t,0
1655,Dân nh?p c? nhi?u v?y?,0
1656,?ang phê ?á,1
1657,?ánh c? stage xong m?t 2 thành viên,0
1658,?ÁNH CH?M THÔI,0
1659,?ánh chán quá,0
1660,?ánh ghê quá,0
1661,?ánh hay vc mà gáy,1
1662,?ánh l? ?uy s?p h?t pin rùiii,0
1663,?ánh luôn tr?i,0
1664,?ánh nhìn chán nh?,0
1665,?ánh onl á:v,0
1666,D?o này l?m ng??i ngo?i qu?c sang n??c mình th?,0
1667,Darkness gamer Bot b?n ?,0
1668,??t h?t ni?m tin vào SGP,0
1669,??t koi có ch?i ko,0
1670,?âu,0
1671,??u 2 tr?n có ?? th? l?c ko,0
1672,??u nhiu ván z?,0
1673,??u rank à,0
1674,??u tr??ng danh v?ng k?t thúc lâu r?i mà ba ://,0
1675,??y,0
1676,?ây có ph?i trâm anh ?âu,0
1677,?ây là ?ánh j th?,0
1678,?ây là gi?i j v?y,0
1679,D?y múa ?i,0
1680,d?y tuy?n th? ch?i game hà kk,0
1681,??y view ?i mn ?i,0
1682,?áy xh mà ?i lên nào ,0
1683,?c bao tu?i r?i mà nói tr? con =)) ch?c gì ?ã h?c h?t c3 ???,0
1684,?cm m?y ??a ?o à?,2
1685,ddang 3-0. xiu 3-5,0
1686,d? ch?t l?m,0
1687,?? ngh? mc thay ngay cái áo,0
1688,?? th wag ?i có khi còn hay,0
1689,?? th wag nó ??m ???c th e v?t,0
1690,dell có kill lun,1
1691,?en,0
1692,Derke ?âu r?i ae,0
1693,Derke dính cv thì ph?i,0
1694,?g lên view kìa,0
1695,?i ?âu c?ng g?p th?ng t?t metachi v,2
1696,dì d?,0
1697,di d?i nhìn jiro mà h?c,0
1698,?i ng?,0
1699,??nh m?nh,0
1700,??nh m?nh tình yêu- chang kimese,0
1701,dm bóng,1
1702,dm hay th?t k? c? k d?t ?i?m dc thì sgp vs bro hoàn toàn khác vòng b?ng,1
1703,DNP call team t?t v?y ae ch?u ch?a c?i hoài ,0
1704,DNP ch? y?u call team thôi,0
1705,dnp hi sinh,0
1706,DNP nó ng??i ??t n?n móng cho FL. và gi? nó c?ng là ng??i ??t n?n móng cho PE,0
1707,DNP t?ng vô ??ch DTST 2019 và Á quân 2020 và vô ??ch Châu Á cào phím ít thôi,0
1708,DNP vào cho ?? ng??i thôi,0
1709,?oán là thua,0
1710,??c cmt c??i ?,1
1711,??c nh?m có j ?âu,0
1712,??i 1 thua nên im nào,0
1713,??i giao tranh xong vô d?t,0
1714,??i th? làm nhanh quá,0
1715,??i tuy?n m?i s? :)),0
1716,?? 30k r?i ? ?i,0
1717,dú dú dú ae oiiiiii,2
1718,dù là fan heavy nh?ng tui c?ng r?t thik HQ,0
1719,Dù th?ng hay thua thì M?t Quy?n Ki?m Soát mãi ??nh,0
1720,?? View Ch?a,0
1721,??a cúp ?u?i v?,0
1722,??a team run tay vô b?n à,0
1723,?ùa v?i sát qu? ?oàn :v,0
1724,??g d?y tuy?n th? ch?i game,0
1725,duma nanb,2
1726,??ng aoi nha ba,0
1727,??ng bodysamsung n?a l?y m?y ba,0
1728,?úng cdff nát ko c?u dc,0
1729,"??ng chê MC x?u n?a m?y má, cái quan tr?ng là nó d?n NH? QU?N QUÈ thì ko nói",2
1730,??ng có trù b?n kia,0
1731,??ng d?y tuy?n th? ch?i game,0
1732,??ng ?? b? g?c,0
1733,??ng ?? th?a bo,0
1734,??ng m?t áo hq n?a nào,0
1735,??ng so lm gi cho m?t,0
1736,?úng z?,0
1737,???c cái m?y thánh s?a b?y,0
1738,?ùuu,1
1739,duy duyên dáng ?ánh kém vl,2
1740,e arena sao gà v?y,0
1741,e ly lông nguc nhiêu v?y,2
1742,ea bay r?i,0
1743,EA nh? th? ch?i sao,0
1744,EA top 1 Thái mà b?n kì z =))),0
1745,elsu ghê vc,1
1746,elsu hay vãi,1
1747,elu hay,0
1748,em ddaay r,0
1749,Em Ly da x?u th? nh?,2
1750,Em lyly nhi?u lông th?,2
1751,èo èo éo,0
1752,ép vía nó vào,0
1753,eslu ok ?ó,0
1754,ét ô ét Jiro hay mà còn ??p trai n?a,0
1755,evos 3game ??u ?i hái hoa b?t b??m ,0
1756,EVOS ch?c qu?y nát tr?n chung k?t quá . Ch? b?n 2 ván l?y top 3:)),0
1757,evos ?âu r?i ae??,0
1758,evos leo tháp ,0
1759,EVOS l? mà ngta ch?i 2 ván top 3 ?c r,0
1760,evos mai m?i ??u,0
1761,Evos nó là cái gì lun r fl v?y là ok r?i m?y ba ?i,0
1762,evos no1,0
1763,evos ? khu dân c?,0
1764,evos toang r kìa metachi,0
1765,evos vs chúng mik,0
1766,face-purple-crying,0
1767,"fake ??y, g?u gi? ch? xem wag có b?n hay ko thoi",0
1768,fan bình có ki?n th?c tí ?i m?t m?t ch? q? quá,0
1769,Fan b?n lình,2
1770,fan b?n lình ?ng lên t nghe,2
1771,fan heavy im ?i,0
1772,fan heavy k th?y toxic v?i HQ nh? x?a r,0
1773,fan m?t quy?n ki?m soát,0
1774,fan sát qu? ?oàn ,0
1775,Fan tôm c? lên,0
1776,fan tr?n bình gáy ?i,0
1777,fan t?i nó ch?i bình kìa,0
1778,Fan zuka no pro ?âu t?p h?p nào,0
1779,fanda ngh? m? game ik,2
1780,"FE có vô ??ch hay ko thì ?éo bi?t, nh?ng có Booya là th?y t? hào VN r?i",1
1781,ff cc,1
1782,fish cay th?ng zirui,0
1783,Fish ?ánh nh? ngáo,2
1784,fish hay vãi,1
1785,fl auto top 11 r?i,0
1786,Fl b?n sao ?c bn nó l?y 1 cân 4 fl ?n sao n?i b?n nó 1 vét 4 nó n?i ?iên c? map còn thua,0
1787,fl b?n theo ki?u ???ng dài nên bình t?nh,0
1788,Fl bét b?ng,0
1789,"FL BUG ?ó b?n mày, t?i BUG m?t phong ??, b?n nó dìm Bâng thôi",0
1790,fl c? lên,0
1791,FL ?ÁNH CH?A V,0
1792,FL ?âu,0
1793,FL ?âu ?ây n?a m?y ba,0
1794,fl dng gi?u shin ak,0
1795,fl ??i sgp trong chung k?t t?ng à,0
1796,FL dù ko có top cao nh?ng l?i có kill nhìu,0
1797,Fl giao tranh y?u quá,0
1798,fl h? làm t nh? katahari,0
1799,FL ko th? top11,0
1800,fl m?y h ?ánh z ae,0
1801,FL N?m Sau L?i Thua,0
1802,FL nó trùm map ?QS mà,0
1803,fl non,0
1804,fl shin ?âu r ae,0
1805,FL s?ng dai thành huy?n tho?i :)),0
1806,FL Toang,0
1807,FL top 6 cx ngon á,0
1808,FL và PE c? lên,0
1809,fl v?i vgm ch?ng nào ?ánh v?y,0
1810,flash #4,0
1811,flash chua danh nua ha,0
1812,"flash tu?i con ngan con , mang sách bút vào mà h?c h?i",2
1813,flash vô ??ch,0
1814,Flash Wolves à =)),0
1815,Flo 2 bông và ?i b? ?ánh th??ng s?p tr? thành xu th?,0
1816,Flo chi?n vl,1
1817,Flo c?a Jiro sao b?ng Bird LB,0
1818,flo ?ánh nh? lông lon z?y ,2
1819,flo gi? y?u nh?,0
1820,flo ki?u ??n là ?ón,0
1821,Flo kinh vc,1
1822,flo ko có chiu cuôiis,0
1823,flo múa ?c,0
1824,flo múa ko m??t,0
1825,flo múa tt còn kh?ng =))),0
1826,Flo quá kimh,0
1827,FLO TINH HE,0
1828,"flo tinh h? không l?y , vãi",1
1829,flo trong này khác flo trong rank múa v ?c r,0
1830,FL?N FCAC,2
1831,floooo,0
1832,fnc m?t derke nh? ki?u m?t 50% s?c m?nh,0
1833,fr ?i,0
1834,FR ?i r?i hay,0
1835,FR FW ao trình,0
1836,FR l?i cháy r,0
1837,FR l?t kèo vãi,1
1838,FR qua clear c? Farang vs VM,0
1839,FR top 1 r :))) ?a s nó nhi?u ?i?m v,0
1840,Free fire vi?t nam công ??ng r?p xi?c gi?i trí trung ??ng,0
1841,Free fire vi?t nam gi?ng nh? cái l?u th?p c?m do bác g?u nêm ném,0
1842,full ?? ?ánh ?c,0
1843,FW m?i là ??nh nè,0
1844,FW top 1 nào,0
1845,fw top r,0
1846,Fw top1 r,0
1847,gà ?i ?ánh gi?i,0
1848,gà gà ?ánh k,0
1849,gái kìa m?i ng??i,0
1850,gái m? m ?ó,2
1851,game 3 n??c ????,0
1852,game 3 n??c thôi ?ài s?p xác nh?p bingchiling r?i ,0
1853,Game càng ngày càng rã,0
1854,"game liên quân tr? trâu thi?u hi?u bi?t r?t nhi?u. vào nói nh?n nói cu?i , ch? ?âu vào ?âu. :))",2
1855,game này là 3 ngày h?t ?úng ko?,0
1856,game này nên cho ?ie luôn g?n r?i,0
1857,"game rác, ngh? m? ?i",1
1858,game s?p thì bình th??ng,0
1859,game tam qu?c,0
1860,g?n 10k ti?n. vc th?t,1
1861,gào rú lênnnn,0
1862,G?p C4 2 viên kìa  Ng?i mà king,0
1863,g?u ko có tick,0
1864,G?u mèo gáy gáy,0
1865,GÁY TO VCL :)),1
1866,gáy v?a thôi 5 phút nó quay tr? l?i á,0
1867,Gét gô,0
1868,gi?i ít ??u t? nh?,0
1869,gi?i j có 11 ??i thôi v,0
1870,gi?i mà ?òi l?m 20,0
1871,gi?i n?m nay b?n m?i ngày tính ?i?m ?? vô ??ch ch? ko có ch?ng k?t h? ae,0
1872,gi?i này vn b?n cho vui fhui,0
1873,gi?i nh? cc,1
1874,gi?i qu?c t? ko skin nha,0
1875,Giao tranh 4 3 còn ko l?i còn lùi ch?y,0
1876,giao tránh thua còn ?? th?a vòng bo,0
1877,gi? l?i l?m ng??i ?ài nói ti?ng vi?t,0
1878,Gi? mà stack dc ch?c 5th?ng ng?i lên nhau quá:),0
1879,gi?i thì ?k r dô b?n ? ?ây m?m quài,0
1880,góc ??p ch?a,0
1881,godcruz,0
1882,gp cooleen,0
1883,h b?n k n?i,0
1884,h gáy ?c gì nx,0
1885,H mong quang B?p b? áo HQ,0
1886,h này mà m?i 2 ván xg 8 ván t?i 2h,0
1887,Hago có ???c vào k ae,0
1888,h?o camera,0
1889,h?t hay quá ta,0
1890,hay anh em,0
1891,hay b?c a bâng,0
1892,hay kia,0
1893,hay l?m ly ly ?i,0
1894,hay PE,0
1895,hay quá,0
1896,hay quá bang,0
1897,hay qúa BRO,0
1898,hay quá sgp,0
1899,hay quýyy,0
1900,hay r,0
1901,hay toá,0
1902,hay vãi c?c,1
1903,hay vc,1
1904,hayyyyyyy,0
1905,hayyyyyyyy quá pe quá thông minh,0
1906,"HDE ?úng gà , lên ?? toàn dame",2
1907,hè b?n nh? c ai cho b?n,2
1908,hé lô m?y cháo,0
1909,"h? vcl , c? là fan FL là cay khi SGP th?ng à :))",1
1910,"Heavy b? gi?i ao làng b?n cho t?t qu?n r?i , heavy ??c c?u",2
1911,Heavy c?a m ?âu mà c? vô ??ch ??,0
1912,heavy heavy heavy heavy,0
1913,heavy m?nh l?m,0
1914,heavy ? ?âu ra,0
1915,heavy vô ??ch ch?c r,0
1916,hello anh em,0
1917,Hello Chào Các C? M?i Ng??i Nhé,0
1918,hello th? anh,0
1919,heloo m?y ae l?a mi?u nhé??,0
1920,Heo con t?i ?ây,0
1921,heo n??ng tôm ?n roiif:)),0
1922,h?t c? h?i,0
1923,h?t gáy,0
1924,h?t h?n lai bâng ?,0
1925,h?t r?i ch? chung k?t j n?a,0
1926,h?t tr?n này v? ch?ng bút bi chia tay,0
1927,hev cl j ? ?ây,1
1928,Hev game nào ?ó có c?a vs FL,0
1929,HEV kh có c?a so vs FL ?âu,0
1930,Hev nào b?n th?ng h?ng v ta :)),0
1931,hev nguuuuuuuuuu,2
1932,hev vô cho kill à,0
1933,hi nightbot,0
1934,hi v?ng ck có 4 team Vn,0
1935,hii,0
1936,hime pressing kinh kh?ng,0
1937,hình ?nh m? qua ko nhìn rõ doi nào,0
1938,Hít m?y kí r,0
1939,h? m?nh h?n thua c?ng ch? sao,0
1940,Hoàng y?n chi ca vâu,0
1941,hoangtd vgm vô h?c h?i elsu :V,0
1942,h?c l?m,0
1943,h?i ?u roy,0
1944,h?i nãy v?a xem mailk trên tik tok,0
1945,h?i sinh h?t lun,0
1946,h?i t? nó còn nói ti?ng thái nx ae ?i :)) thái ?ài h?m nay ?ông vc,1
1947,h?m c4 hình nh? vô tình gi?t nero khi live,0
1948,Hôm nay có fls vs pe thôi à,0
1949,hôm nay là tr?n cuoiis h? ta,0
1950,hôm qua h hg jiro coi thua m?y ??i,0
1951,h?n ti?n,0
1952,Hóng thua r toxic,0
1953,hq b?n còn thua m?y ??a nh?,0
1954,hq b?o m non,0
1955,HQ b? k?p và có nguy c? twfo n?u không nhanh ch?y vào bo ch? an toàn,0
1956,HQ ch?c tóp 12 luôn r?i,0
1957,HQ ch?i bài cu?n máu tank bo ?i ??g có ng?i ?ó mu?n b?n c?m súng n?a nh?c quá r?i ??,0
1958,HQ c? lên,0
1959,hq ?i cho có thôi,0
1960,HQ ?o?t cúp 8v 0kill,0
1961,HQ giao tranh kém h?n FL ...,0
1962,HQ HQ b?t cào phím. Mai lo cho SE c?a m ?i,0
1963,HQ HQ ko có ki?n th?c thì nói ít thôi b?n,0
1964,HQ HQ mày m?y tu?i r,0
1965,HQ ko b?n thì loot ?? làm gì nh?. 4 th?ng nh?y lên nóc nhà ng?i xem tui nó b?n. ??i bo vào bi?t ?âu h?ng còn cao h?n.,0
1966,HQ làm cái k? l?c 8 ván 0 kill,0
1967,"HQ nên b? h?t ?? ra ?? ch?i sinh t?n may ra ki?m ?c vài ?i?m ch? xin ??ng c?m súng n?a,",0
1968,HQ nh?n gi?i phong cách,0
1969,HQ núp chán th?,0
1970,HQ rén vclll ko ?i s?n,1
1971,HQ s? giúp Vi?t Nam! mang v? danh hi?u 0 kill trong gi?i ??u ,0
1972,"HQ so v?i th? gi?i còn non l?m, nhìn nh?n s? th?t ?i các cháu, vô ??ch cái qu?n què nè.",0
1973,HQ th?y ko t?t b?ng Vgm,0
1974,HQ thua,0
1975,"HQ top 1 g?i ae 5 x? ,VN nói là làm",0
1976,"HQ tr?c mu?n tr? bo cu?i r?i m?i b?n v?a dc kill v?a top 1 à , nh?ng tính sai r?i ??u th? gi?i mà toàn cao th? thôi",0
1977,hq v?n non,0
1978,HQ Vi?t Nam championship,0
1979,HQ vô ??ch,0
1980,HQ xoá game luôn ?i ??ng có mà tham gia tr?n nào nx,0
1981,huhuuuu bon linh vo dich,0
1982,humm qua chê fl thì nhìn l?i mình nhá hq,0
1983,húng quá,0
1984,h??ng ly . em ko l?nh à em.,0
1985,"Igi hay, c?u máu, ti?n giao tranh mà",0
1986,im ?i m?y th?ng ?ài nói ti?ng Vi?t,2
1987,im l?ng coi ?i,0
1988,im l?ng ?i,0
1989,im l?ng mà xem ?i,0
1990,indo c?ng m?nh nh?ng thái khó h?n nên ?? l?ng nó,0
1991,Ít nh?t có tr?n h?n 10 kill,0
1992,ít ra hôm qua m?y v?n ??u FL vx chi?n,0
1993,jiro b?t vio pha ?ó ko khó,0
1994,jiro c??p chim,0
1995,jiro ?ánh càng ngày càng ?n ??nh,0
1996,jiro gánh còng ra,0
1997,Jiro hay ??y,0
1998,Jiro hôm nay cháy v,0
1999,Jiro múa l? l?m,0
2000,jiyei yiro :),0
2001,joker lên ?? xúc ph?m,0
2002,joker lên giày h? v?,0
2003,jung mà thua dame c? sp n? th?t,0
2004,jzairia con gái à,0
2005,jzairia MEA,0
2006,K có c?a b?t l?i BAC,0
2007,k ph?i jiro,0
2008,k v?n minh v?i t?t,0
2009,k? m?ng thôi ck iu,0
2010,ke vô cái ?ng nh?y xu?ng,0
2011,Kênh chat b?n th?,2
2012,Kênh chat m?t m?y kh?a heavy th?y v?n minh h?n ra,0
2013,kênh chat toàn tr?u,2
2014,Kênh chat toàn tr? trâu ch?p làm gì kkk,2
2015,khác bi?t l?m,0
2016,"Khi ?ã vào ?ánh gi?i thì trình cx ph?i thách ??u r , ?ánh hay all t??ng , ch? quan tr?ng kh? n?ng team work và ki?m soát ai h?n thôi!",0
2017,khi nào,0
2018,khó quá . góc h?p th? k công thì ?n nade c?ng ch?t,0
2019,Khó r?i,0
2020,Khoa tâm lý,0
2021,"Khoá thì ch?a b? nh?ng nh? các ac rules g?n 200 c? , game xoá V?nh vi?n",0
2022,khoa v?i jiro hánh,0
2023,không ?n ?c ki?u gì c?ng có m?y tk ch?i:)),0
2024,Không bi?t tr?n này sgp ?? th? l?c k :V,0
2025,không bot nh? mày là ???c,0
2026,Không có gì ?? nói à??,0
2027,không ph?i hq ko hay mà do h? quá m?nh,0
2028,không sao ae quân ?oàn tr?n sau nó h?t t??ng,0
2029,không sao c? lên bâng c? lên sgp ?i,0
2030,"không sao h?t ae quân ?oàn, tr?n sau nó h?t t??ng r?i xem pick gì",0
2031,không toxic ?âu,0
2032,k? n?ng ch?i khô máu nên cho wag ?i,0
2033,k? n?ng k có tu?i,0
2034,kids bili: 500? T bi?t là blv ??c sai thì c?ng lq ?éo mà ph?i lên ti?ng,2
2035,kiên ?i r?ng nhé,0
2036,ki?u làm vn ?i xu?ng,0
2037,Kim Sân Si,2
2038,Ko c?n bt team nào booyah ch? c?n Vi?t Nam là ?c,0
2039,ko c?n cup trong top 6 là ???c,0
2040,ko có di d?i là thua r?i,0
2041,ko có keo,0
2042,ko có ki?n th?c m?i ?i nh?m,0
2043,ko ?? th? l?c ?âu,0
2044,Ko k? c? ?t nha C4 v?n out,0
2045,ko làm gì sao khóa nh? ?,0
2046,ko ph?i Boss =)),0
2047,Ko ph?i nh? ao làng,0
2048,ko skim thì c? kh?u sungun m?i mà giã,0
2049,ko th? c?n b??c ?c ma,0
2050,ko th? m?t quy?n ki?m soát r,0
2051,krixi m?nh quá,0
2052,là ai v?y chú rikaki,0
2053,l? l?,0
2054,lai bánh ?ánh con b? th?y sao sao,0
2055,L?i là th? l?c,0
2056,l?i nak nàoooo,0
2057,l?i ph?i l?t kèo à,0
2058,làm ch??ng trình truy?n hình mà lên m?ng ch?i th? t? cách gì mà làm h? tùng,2
2059,Làm ?i e,0
2060,làm h?t,0
2061,làm ng??i ?i m?y nhóc,0
2062,làm sao ?? l?y quà ,0
2063,l?n ??u th?y fl b?n qu?c t? mà ?n nh? the này,0
2064,L?n này c? b?nh t?nh và k?t li?u b?n BRO 1 l?n và mãi mãi ?i! Nó kéo xu?ng 3 ??u là ko ?n ?âu!,0
2065,láo,1
2066,lát EVOS l?y 2 cái booyah 20 kill cho t?i nó s? nào,0
2067,late mqks m?nh,0
2068,l?u thái ngu?i r?i,0
2069,lâu vãi,0
2070,lâu v?y ?,0
2071,l?y dc cho 10k nhé nhóc,0
2072,lê Khánh vô h?c,2
2073,l? Nguy?n te ra quan mà thang 1-0 h?,0
2074,lên 12k1 view r,0
2075,lên c?u nh?t dép thôi,0
2076,lên chx a ?i,0
2077,Lên ?? sao k? cha ngta mi?n th?ng là ?c toàn rank cao th? rách v?i tinh anh d?y ngta,1
2078,Lên ki?m ?i?n clear lính nhanh mà,0
2079,let's go bro love from thai destroy sgp,0
2080,Liên hoan xác th?t:v,0
2081,liên quan,0
2082,LIÊN QUAN M??N CAVE VÔ LÀM MC ÀH,2
2083,Liên quân never ?,0
2084,Lili lên ?ò th? thì lên tank m? ?i,1
2085,lili nát r?i ae b?,2
2086,l? ambot mang ?c th? gi?i ng?m :)),0
2087,lo?i SGP ?i,0
2088,Lo?n ch? nào,0
2089,lo?ng qu?ng l?i qu?ng game nh? m?y ván tr??c c?a ??i sát qu? ?oàn ch? th?y ?ánh th? này mãi không ?n thua vì sao mà hay b? l?t kèo là nh? v?y ?ánh toàn ki?u nh? nh?t không ch?c ch?n d? toang hy v?ng,0
2090,l?c quân ?oàn,0
2091,L?N r?p xi?c s? 1 FF,1
2092,lúc nao b?n ae ?i nhá. ??i mãi k b?n,0
2093,lúc nào nó b?n hay d? luu video gui tao xem h?,0
2094,lúc nào nó b?n hay luu video gui tao coi h?,0
2095,lúc nó b?n hay thì tr?n lúc nó top th?p nh?y vào c?n,0
2096,lúc PE th?ng thì c? v? lúc PE thua thì toxic mn v?a ph?i thôi,0
2097,l?m thèn darkol ?i,0
2098,Ly lép quá ae ?i,2
2099,Ly lông lá,2
2100,Ly m?c cgi kb,2
2101,Ly ?i e ?en l?m,2
2102,ly ?i là ly,0
2103,lyly b? quang h?i l?y m?t trinh r,2
2104,Lyly c?o h?t lông r?i,2
2105,Lyly gi? ?c ?en thui,2
2106,lyly hôi l?m ae ?,2
2107,lyly k m?c qu?n lót hay sao ?y anh em,2
2108,lyly m?c bì al,0
2109,Lyly m?c gì v?y? M?t m?i,2
2110,Lyly nhi?u lông tr?ng th?,2
2111,lyly nói cái l?n gì v?y,2
2112,Lyly xinh quá,0
2113,M CHOI DA À,2
2114,m khên fw thì fw t?ch này,0
2115,m ngáo nó v?a thui,2
2116,m reply cùn quá v con?,2
2117,m500 nhìn l? v?y,0
2118,m79 c?ng ko làm nên chuy?n,0
2119,má 2 cay ?èn to th?,1
2120,má evos nó c?u het m? r,1
2121,má live muôn này thì lm sao ??t ?c m?c,1
2122,má nó c?u xu?ng buff cho fww,1
2123,má stun nhi?u quá,1
2124,má t l?y t?i bây,1
2125,Mà tính ra FL gi?i TG này tôi th?y ?ánh ?n h?n m?y gi?i TG trc mà sao AE chê nhi?u th? nh? :v ?,0
2126,"m?, b?n ? m?i n??c mà làm ?? h?a ??p v~",0
2127,"Má, sao th?y h?m hiu khi ??i ??u v?i Biker quá =_=",1
2128,M?c gì k? nta ?i m?c v?y tài s?n nhà chúng mày m?t ?i hay gì mà sân si,0
2129,m?c j k? ngt ?i mi?n ngt th?y ??p là ?c r,0
2130,mackky ?ánh out trình quá,0
2131,Mãi b?iii kkk,0
2132,mai b?n,0
2133,Mãi Fan anh Tr?n L?,0
2134,mai leo cây live r,0
2135,mai se vô m?i vui,0
2136,mai th?y HQ vô ??ch t th?y hài,0
